maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,5
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,7
27,15,0.0,11.6,6,7
27,15,0.0,11.6,6,7
27,15,0.0,11.6,6,7
27,15,0.0,11.6,6,7
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,6
27,15,0.0,11.6,6,5
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,1
27,15,0.0,11.6,6,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,5
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,7
26,14,0.0,11.6,5,7
26,14,0.0,11.6,5,7
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,6
26,14,0.0,11.6,5,5
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
26,14,0.0,11.6,5,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,5
25,14,0.0,10.2,4,5
25,14,0.0,10.2,4,5
25,14,0.0,10.2,4,5
25,14,0.0,10.2,4,5
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,6
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
25,14,0.0,10.2,4,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,5
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,7
27,14,0.0,11.6,5,7
27,14,0.0,11.6,5,7
27,14,0.0,11.6,5,7
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,6
27,14,0.0,11.6,5,5
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,14,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,5
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,7
27,15,0.0,11.6,5,7
27,15,0.0,11.6,5,7
27,15,0.0,11.6,5,7
27,15,0.0,11.6,5,7
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,6
27,15,0.0,11.6,5,5
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,15,0.0,11.6,5,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,5
27,13,0.0,11.6,4,6
27,13,0.0,11.6,4,6
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,7
27,13,0.0,11.6,4,6
27,13,0.0,11.6,4,6
27,13,0.0,11.6,4,6
27,13,0.0,11.6,4,5
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,4,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,5
27,13,0.0,11.6,5,5
27,13,0.0,11.6,5,6
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,7
27,13,0.0,11.6,5,6
27,13,0.0,11.6,5,6
27,13,0.0,11.6,5,6
27,13,0.0,11.6,5,5
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
27,13,0.0,11.6,5,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,5
28,15,0.0,11.6,6,6
28,15,0.0,11.6,6,6
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,7
28,15,0.0,11.6,6,6
28,15,0.0,11.6,6,6
28,15,0.0,11.6,6,6
28,15,0.0,11.6,6,5
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,15,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,5
28,13,0.0,11.6,6,6
28,13,0.0,11.6,6,6
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,7
28,13,0.0,11.6,6,6
28,13,0.0,11.6,6,6
28,13,0.0,11.6,6,6
28,13,0.0,11.6,6,5
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
28,13,0.0,11.6,6,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,5
30,12,0.0,11.6,5,6
30,12,0.0,11.6,5,6
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,7
30,12,0.0,11.6,5,6
30,12,0.0,11.6,5,6
30,12,0.0,11.6,5,5
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
30,12,0.0,11.6,5,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,5
29,13,0.0,11.6,6,6
29,13,0.0,11.6,6,6
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,7
29,13,0.0,11.6,6,6
29,13,0.0,11.6,6,6
29,13,0.0,11.6,6,5
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
29,13,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,5
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,8
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,5
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,5
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,8
31,13,0.0,11.6,6,8
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,5
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,5
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,8
31,13,0.0,11.6,6,8
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,7
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,6
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
31,13,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,5
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,8
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,7
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,6
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
30,14,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,8
31,15,0.0,11.6,6,8
31,15,0.0,11.6,6,8
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,6
32,18,0.0,11.6,5,6
32,18,0.0,11.6,5,7
32,18,0.0,11.6,5,8
32,18,0.0,11.6,5,8
32,18,0.0,11.6,5,8
32,18,0.0,11.6,5,8
32,18,0.0,11.6,5,8
32,18,0.0,11.6,5,7
32,18,0.0,11.6,5,7
32,18,0.0,11.6,5,7
32,18,0.0,11.6,5,7
32,18,0.0,11.6,5,6
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,18,0.0,11.6,5,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,6
32,17,0.0,11.6,6,6
32,17,0.0,11.6,6,7
32,17,0.0,11.6,6,7
32,17,0.0,11.6,6,8
32,17,0.0,11.6,6,8
32,17,0.0,11.6,6,8
32,17,0.0,11.6,6,8
32,17,0.0,11.6,6,7
32,17,0.0,11.6,6,7
32,17,0.0,11.6,6,7
32,17,0.0,11.6,6,6
32,17,0.0,11.6,6,6
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
32,17,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,5
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,8
31,15,0.0,11.6,6,8
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,7
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,6
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,6
32,14,0.0,11.6,6,6
32,14,0.0,11.6,6,7
32,14,0.0,11.6,6,7
32,14,0.0,11.6,6,8
32,14,0.0,11.6,6,8
32,14,0.0,11.6,6,8
32,14,0.0,11.6,6,8
32,14,0.0,11.6,6,7
32,14,0.0,11.6,6,7
32,14,0.0,11.6,6,7
32,14,0.0,11.6,6,6
32,14,0.0,11.6,6,6
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,14,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,6
32,15,0.0,11.6,6,6
32,15,0.0,11.6,6,7
32,15,0.0,11.6,6,7
32,15,0.0,11.6,6,8
32,15,0.0,11.6,6,8
32,15,0.0,11.6,6,8
32,15,0.0,11.6,6,8
32,15,0.0,11.6,6,7
32,15,0.0,11.6,6,7
32,15,0.0,11.6,6,7
32,15,0.0,11.6,6,6
32,15,0.0,11.6,6,6
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
32,15,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,8
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,7
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,6
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
31,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,6
30,16,0.0,11.6,6,6
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,8
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,7
30,16,0.0,11.6,6,6
30,16,0.0,11.6,6,6
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
30,16,0.0,11.6,6,1
31,15,0.0,11.6,6,1
31,15,0.0,11.6,6,1
